iter,total,corr,reproj,scale_reg,t_reg,scale,tx,ty,tz
79,1.79911816,1.78046536,18.35812950,0.14834076,0.14637096,1.46983528,-0.02429319,-0.12723143,0.35999024
80,1.76207161,1.74326587,18.50435638,0.15186040,0.14946584,1.47652698,-0.02450821,-0.12852961,0.36379299
81,1.72545350,1.70649469,18.65077591,0.15540926,0.15257348,1.48322654,-0.02473201,-0.12982079,0.36757091
82,1.68926573,1.67014909,18.80191612,0.15898669,0.15569468,1.48993337,-0.02496842,-0.13111067,0.37132365
83,1.65351021,1.63422990,18.95894814,0.16259199,0.15882926,1.49664652,-0.02521826,-0.13240123,0.37505093
84,1.61818874,1.59874058,19.11998940,0.16622449,0.16197592,1.50336564,-0.02547954,-0.13369040,0.37875268
85,1.58330226,1.56368649,19.28083611,0.16988349,0.16513261,1.51008999,-0.02574807,-0.13497323,0.38242891
86,1.54885292,1.52907419,19.43684006,0.17356826,0.16829696,1.51681876,-0.02601849,-0.13624412,0.38607970
87,1.51484239,1.49490917,19.58457947,0.17727809,0.17146692,1.52355134,-0.02628534,-0.13749906,0.38970503
88,1.48127031,1.46119201,19.72266197,0.18101226,0.17464122,1.53028715,-0.02654400,-0.13873698,0.39330482
89,1.44813955,1.42792451,19.85240173,0.18477000,0.17781940,1.53702509,-0.02679149,-0.13995983,0.39687890
90,1.41544974,1.39510357,19.97655678,0.18855056,0.18100162,1.54376483,-0.02702678,-0.14117151,0.40042698
91,1.38320279,1.36272800,20.09818459,0.19235317,0.18418816,1.55050528,-0.02725074,-0.14237611,0.40394875
92,1.35139859,1.33079541,20.21955109,0.19617707,0.18737909,1.55724597,-0.02746582,-0.14357635,0.40744394
93,1.32003975,1.29930758,20.34148598,0.20002143,0.19057401,1.56398571,-0.02767545,-0.14477269,0.41091233
94,1.28912437,1.26826370,20.46309280,0.20388547,0.19377184,1.57072413,-0.02788330,-0.14596333,0.41435379
95,1.25865495,1.23766744,20.58280945,0.20776837,0.19697115,1.57746029,-0.02809267,-0.14714514,0.41776818
96,1.22863114,1.20752060,20.69865990,0.21166933,0.20017043,1.58419335,-0.02830593,-0.14831491,0.42115542
97,1.19905305,1.17782462,20.80953026,0.21558750,0.20336843,1.59092247,-0.02852420,-0.14947054,0.42451543
98,1.16992140,1.14858007,20.91527939,0.21952206,0.20656422,1.59764683,-0.02874733,-0.15061168,0.42784801
99,1.14123619,1.11978614,21.01675987,0.22347215,0.20975736,1.60436559,-0.02897404,-0.15173966,0.43115303
100,1.11299670,1.09144092,21.11536789,0.22743686,0.21294762,1.61107790,-0.02920223,-0.15285677,0.43443027
101,1.08520401,1.06354415,21.21236610,0.23141539,0.21613479,1.61778283,-0.02942947,-0.15396534,0.43767953
102,1.05785728,1.03609419,21.30835915,0.23540683,0.21931846,1.62447941,-0.02965340,-0.15506685,0.44090068
103,1.03095555,1.00909042,21.40326691,0.23941027,0.22249788,1.63116705,-0.02987212,-0.15616150,0.44409359
104,1.00449932,0.98253387,21.49633980,0.24342486,0.22567195,1.63784444,-0.03008446,-0.15724827,0.44725814
105,0.97848690,0.95642400,21.58657646,0.24744968,0.22883941,1.64451122,-0.03029013,-0.15832536,0.45039427
106,0.95291859,0.93076217,21.67294693,0.25148380,0.23199902,1.65116584,-0.03048960,-0.15939091,0.45350188
107,0.92779303,0.90554732,21.75500870,0.25552630,0.23514977,1.65780771,-0.03068400,-0.16044368,0.45658088
108,0.90310895,0.88077813,21.83293724,0.25957626,0.23829088,1.66443586,-0.03087486,-0.16148338,0.45963109
109,0.87886488,0.85645252,21.90733337,0.26363277,0.24142189,1.67104948,-0.03106377,-0.16251066,0.46265239
110,0.85506070,0.83256924,21.97918129,0.26769489,0.24454257,1.67764735,-0.03125219,-0.16352680,0.46564457
111,0.83169430,0.80912560,22.04931831,0.27176166,0.24765266,1.68422866,-0.03144114,-0.16453311,0.46860749
112,0.80876464,0.78611970,22.11830139,0.27583212,0.25075179,1.69079220,-0.03163116,-0.16553050,0.47154099
113,0.78626871,0.76354867,22.18626213,0.27990532,0.25383931,1.69733751,-0.03182221,-0.16651921,0.47444496
114,0.76420611,0.74141240,22.25287437,0.28398028,0.25691441,1.70386302,-0.03201378,-0.16749875,0.47731927
115,0.74257469,0.71970898,22.31764030,0.28805611,0.25997606,1.71036804,-0.03220500,-0.16846818,0.48016390
116,0.72137123,0.69843614,22.37992477,0.29213178,0.26302326,1.71685171,-0.03239481,-0.16942640,0.48297879
117,0.70059526,0.67759353,22.43942261,0.29620638,0.26605499,1.72331274,-0.03258217,-0.17037264,0.48576388
118,0.68024272,0.65717751,22.49584389,0.30027890,0.26907045,1.72975039,-0.03276621,-0.17130657,0.48851907
119,0.66031229,0.63718635,22.54948235,0.30434835,0.27206907,1.73616350,-0.03294633,-0.17222844,0.49124432
120,0.64080107,0.61761701,22.60060120,0.30841377,0.27505040,1.74255109,-0.03312230,-0.17313890,0.49393949
121,0.62170649,0.59846640,22.64966011,0.31247416,0.27801400,1.74891198,-0.03329421,-0.17403869,0.49660450
122,0.60302502,0.57973051,22.69704437,0.31652856,0.28095955,1.75524557,-0.03346248,-0.17492847,0.49923927
123,0.58475435,0.56140697,22.74294472,0.32057604,0.28388655,1.76155043,-0.03362770,-0.17580850,0.50184369
124,0.56689084,0.54349196,22.78742218,0.32461563,0.28679439,1.76782596,-0.03379057,-0.17667867,0.50441772
