iter,total,mask_weight,mask_raw,mask_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_near_scene_collision_points,scene_intersect_num_inside_or_margin_points
143,0.6343163251876831,1.0,0.00026559093385003507,0.00026559093385003507,20.0,0.0004870688426308334,0.009741376852616668,10.0,0.0025785667821764946,0.025785667821764946,1.0,0.00024786111316643655,0.00024786111316643655,0.7103551775887944,0.005469088442623615,0.003884995291908721,500.0,0.0008947850437834859,0.44739252189174294,200.0,0.0006756486254744232,0.13512972509488463,0.07103551775887944,0.0919233188033104,0.006529820545307692,7.103551775887944e-05,75.15652465820312,0.005338782642053449,7518,253,7
144,0.6338096857070923,1.0,0.00026461121160537004,0.00026461121160537004,20.0,0.00047157215885818005,0.009431443177163601,10.0,0.002588883973658085,0.02588883973658085,1.0,0.0002476394874975085,0.0002476394874975085,0.7153576788394197,0.005737698636949062,0.004104506778807983,500.0,0.0008935410878621042,0.4467705439310521,200.0,0.0006757936207577586,0.13515872415155172,0.07153576788394198,0.09194082766771317,0.0065770577070950395,7.153576788394198e-05,75.01499938964844,0.00536625558415194,7518,253,7
145,0.6328616142272949,1.0,0.0002636679564602673,0.0002636679564602673,20.0,0.0004567097348626703,0.009134194697253406,10.0,0.002599524799734354,0.02599524799734354,1.0,0.0002477872185409069,0.0002477872185409069,0.720360180090045,0.005259980913251638,0.0037890807979401495,500.0,0.0008923098212108016,0.4461549106054008,200.0,0.0006758950185030699,0.13517900370061398,0.0720360180090045,0.0919564887881279,0.006624179282386402,7.203601800900451e-05,75.9833984375,0.005473541458229115,7518,253,8
146,0.6332569718360901,1.0,0.000262717017903924,0.000262717017903924,20.0,0.0004422165802679956,0.008844331605359912,10.0,0.0026104585267603397,0.026104585267603397,1.0,0.00024815674987621605,0.00024815674987621605,0.7253626813406704,0.006595434155315161,0.004784081803505245,500.0,0.000891093397513032,0.445546698756516,200.0,0.0006760165560990572,0.13520331121981144,0.07253626813406704,0.09197423607110977,0.0066714678490799985,7.253626813406703e-05,77.08740234375,0.005591632486164957,7518,253,6
147,0.6325887441635132,1.0,0.0002617545542307198,0.0002617545542307198,20.0,0.0004283417947590351,0.008566835895180702,10.0,0.0026215824764221907,0.026215824764221907,1.0,0.0002482307027094066,0.0002482307027094066,0.7303651825912957,0.006669835187494755,0.004871415394568456,500.0,0.000889906077645719,0.4449530388228595,200.0,0.0006760264514014125,0.1352052902802825,0.07303651825912956,0.09199048578739166,0.00671866479487703,7.303651825912956e-05,75.95866394042969,0.005547756345824279,7518,253,6
148,0.6319154500961304,1.0,0.0002607937785796821,0.0002607937785796821,20.0,0.0004149042069911957,0.008298084139823914,10.0,0.002632911317050457,0.02632911317050457,1.0,0.0002483785501681268,0.0002483785501681268,0.735367683841921,0.006597799714654684,0.0048518086946185025,500.0,0.0008887559524737298,0.4443779762368649,200.0,0.0006759511306881905,0.1351902261376381,0.0735367683841921,0.09200715273618698,0.006765908680449968,7.35367683841921e-05,76.05850219726562,0.005593096459728888,7518,252,6
149,0.6313372254371643,1.0,0.00025985101819969714,0.00025985101819969714,20.0,0.00040183134842664003,0.0080366269685328,10.0,0.0026444217655807734,0.026444217655807734,1.0,0.0002482307027094066,0.0002482307027094066,0.7403701850925463,0.006644505076110363,0.004919393453048193,500.0,0.0008876398205757141,0.44381991028785706,200.0,0.000675817602314055,0.135163520462811,0.07403701850925462,0.09202532470226288,0.006813280668301603,7.403701850925462e-05,76.07269287109375,0.00563219537014601,7518,252,6
150,0.6310314536094666,1.0,0.00025893779820762575,0.00025893779820762575,20.0,0.00038905252586118877,0.007781050517223775,10.0,0.0026561375707387924,0.026561375707387924,1.0,0.00024786111316643655,0.00024786111316643655,0.7453726863431716,0.00699083274230361,0.005210775780906642,500.0,0.0008865505224093795,0.44327526120468974,200.0,0.0006756620714440942,0.13513241428881884,0.07453726863431716,0.09204314649105072,0.006860644735951254,7.453726863431715e-05,76.51335906982422,0.005703096799101455,7518,252,6
151,0.6295047402381897,1.0,0.00025808619102463126,0.00025808619102463126,20.0,0.0003767551388591528,0.007535102777183056,10.0,0.0026680370792746544,0.026680370792746544,1.0,0.00024749175645411015,0.00024749175645411015,0.7503751875937968,0.005691303871572018,0.004270613210284155,500.0,0.000885476591065526,0.442738295532763,200.0,0.0006754822097718716,0.1350964419543743,0.0750375187593797,0.09206032752990723,0.0069079785540200524,7.503751875937968e-05,76.89923095703125,0.005770327485520104,7518,252,7
152,0.6284893155097961,1.0,0.00025727920001372695,0.00025727920001372695,20.0,0.0003647709672804922,0.007295419345609844,10.0,0.0026801759377121925,0.026801759377121925,1.0,0.0002471227489877492,0.0002471227489877492,0.7553776888444222,0.0051127285696566105,0.003862041090636059,500.0,0.0008844080148264766,0.4422040074132383,200.0,0.0006753454217687249,0.13506908435374498,0.07553776888444222,0.09207805246114731,0.006955370646139691,7.553776888444222e-05,76.74598693847656,0.005797220624167064,7518,252,8
153,0.6279297471046448,1.0,0.00025653187185525894,0.00025653187185525894,20.0,0.0003530425892677158,0.007060851785354316,10.0,0.002692633541300893,0.02692633541300893,1.0,0.0002470489707775414,0.0002470489707775414,0.7603801900950475,0.00508904829621315,0.0038696115108774326,500.0,0.0008833326282911003,0.44166631414555013,200.0,0.0006752755725756288,0.13505511451512575,0.07603801900950476,0.09210125356912613,0.00700319686968843,7.603801900950475e-05,76.86617279052734,0.005844751507833995,7518,252,8
154,0.62742018699646,1.0,0.00025582846137695014,0.00025582846137695014,20.0,0.0003417114494368434,0.006834228988736868,10.0,0.002705406630411744,0.02705406630411744,1.0,0.0002470489707775414,0.0002470489707775414,0.7653826913456728,0.005135376006364822,0.0039305279088235005,500.0,0.0008822624804452062,0.4411312402226031,200.0,0.0006752694607712328,0.13505389215424657,0.07653826913456728,0.0921279564499855,0.007051314325586684,7.653826913456728e-05,76.58967590332031,0.005862041227217613,7518,253,8
155,0.628044605255127,1.0,0.00025518087204545736,0.00025518087204545736,20.0,0.00033086954499594867,0.0066173908999189734,10.0,0.0027184290811419487,0.027184290811419487,1.0,0.00024749175645411015,0.00024749175645411015,0.7703851925962981,0.006637103855609894,0.005113126532085661,500.0,0.0008811885491013527,0.44059427455067635,200.0,0.0006753233028575778,0.13506466057151556,0.07703851925962982,0.09215933084487915,0.007099818384247818,7.703851925962982e-05,76.17494201660156,0.005868404737647144,7518,253,8
156,0.6294610500335693,1.0,0.0002545229799579829,0.0002545229799579829,20.0,0.00032052534515969455,0.006410506903193891,10.0,0.0027314061298966408,0.027314061298966408,1.0,0.00024815674987621605,0.00024815674987621605,0.7753876938469234,0.0091420728713274,0.007088650800679074,500.0,0.0008800985524430871,0.44004927622154355,200.0,0.0006753894267603755,0.1350778853520751,0.07753876938469234,0.09219492226839066,0.00714868081620838,7.753876938469235e-05,75.69464874267578,0.0058692699125136305,7518,254,6
157,0.628798246383667,1.0,0.0002538891276344657,0.0002538891276344657,20.0,0.0003108792589046061,0.006217585178092122,10.0,0.002744288882240653,0.02744288882240653,1.0,0.0002488965983502567,0.0002488965983502567,0.7803901950975488,0.00899866595864296,0.0070224706830830505,500.0,0.000879004830494523,0.4395024152472615,200.0,0.0006752580520696938,0.13505161041393876,0.07803901950975488,0.09223257750272751,0.007197739915170331,7.803901950975487e-05,75.10017395019531,0.005860743940085277,7518,254,6
158,0.6272664666175842,1.0,0.00025326828472316265,0.00025326828472316265,20.0,0.00030182223417796195,0.006036444683559239,10.0,0.0027570961974561214,0.027570961974561214,1.0,0.0002494893269613385,0.0002494893269613385,0.7853926963481741,0.007701630238443613,0.00604880413924786,500.0,0.0008779168711043894,0.4389584355521947,200.0,0.0006750088068656623,0.13500176137313247,0.0785392696348174,0.09227161854505539,0.007246945528551123,7.85392696348174e-05,75.12578582763672,0.005900324349644304,7518,254,7
159,0.6269084215164185,1.0,0.00025267773889936507,0.00025267773889936507,20.0,0.00029327947413548827,0.0058655894827097654,10.0,0.002769870450720191,0.02769870450720191,1.0,0.0002502312127035111,0.0002502312127035111,0.7903951975987994,0.007885165512561798,0.00623239695340052,500.0,0.0008768362458795309,0.43841812293976545,200.0,0.0006748351734131575,0.1349670346826315,0.07903951975987994,0.09231124073266983,0.007296236135948891,7.903951975987994e-05,74.99230194091797,0.005927355531098069,7518,254,7
160,0.6245248913764954,1.0,0.000252117111813277,0.000252117111813277,20.0,0.00028510618722066283,0.005702123744413257,10.0,0.0027825625147670507,0.027825625147670507,1.0,0.0002506768505554646,0.0002506768505554646,0.7953976988494247,0.005501836538314819,0.004376148122021292,500.0,0.0008757566101849079,0.43787830509245396,200.0,0.0006747799925506115,0.1349559985101223,0.07953976988494248,0.09235227853059769,0.007345678982673853,7.953976988494247e-05,74.65704345703125,0.005938204056862416,7518,254,8
161,0.6248317956924438,1.0,0.00025161899975501,0.00025161899975501,20.0,0.0002771451836451888,0.005542903672903776,10.0,0.0027953842654824257,0.027953842654824257,1.0,0.000251197227044031,0.000251197227044031,0.80040020010005,0.006688018329441547,0.005353091209157817,500.0,0.0008746628882363439,0.43733144411817193,200.0,0.000674834125675261,0.1349668251350522,0.080040020010005,0.09239421784877777,0.007395235045424934,8.0040020010005e-05,72.28443145751953,0.0057856473402716985,7518,254,8
162,0.62327641248703,1.0,0.00025115086464211345,0.00025115086464211345,20.0,0.00026933447225019336,0.005386689445003867,10.0,0.002807820914313197,0.02807820914313197,1.0,0.0002517926914151758,0.0002517926914151758,0.8054027013506754,0.005300205200910568,0.0042687995865262705,500.0,0.0008735585142858326,0.4367792571429163,200.0,0.0006750146858394146,0.13500293716788292,0.08054027013506754,0.09243645519018173,0.007444857071345302,8.054027013506754e-05,72.17127990722656,0.005812694379721599,7518,254,8
163,0.625868022441864,1.0,0.00025078561156988144,0.00025078561156988144,20.0,0.0002617191057652235,0.00523438211530447,10.0,0.0028201218228787184,0.028201218228787184,1.0,0.0002523142611607909,0.0002523142611607909,0.8104052026013007,0.009020617231726646,0.007310355135266217,500.0,0.0008724423823878169,0.43622119119390845,200.0,0.0006753091001883149,0.13506182003766298,0.08104052026013006,0.09247774630784988,0.007494444673272476,8.104052026013007e-05,72.0819091796875,0.00584155542126532,7518,253,6
164,0.6254369020462036,1.0,0.00025049273972399533,0.00025049273972399533,20.0,0.00025455496506765485,0.005091099301353097,10.0,0.0028319444973021746,0.028319444973021746,1.0,0.00025253798230551183,0.00025253798230551183,0.815407703851926,0.008991601876914501,0.007331821440405522,500.0,0.0008712988346815109,0.43564941734075546,200.0,0.0006754966452717781,0.13509932905435562,0.0815407703851926,0.0925166979432106,0.007543882823783556,8.15407703851926e-05,72.34255981445312,0.005898868058907384,7518,253,6
165,0.6229128837585449,1.0,0.0002502577845007181,0.0002502577845007181,20.0,0.00024776748614385724,0.004955349722877145,10.0,0.0028432586695998907,0.028432586695998907,1.0,0.0002526871394366026,0.0002526871394366026,0.8204102051025512,0.006490196101367474,0.005324623114678667,500.0,0.0008701379992999136,0.4350689996499568,200.0,0.0006755214417353272,0.13510428834706545,0.08204102051025512,0.09255261719226837,0.0075931111653486805,8.204102051025512e-05,72.29348754882812,0.005931031494751281,7518,253,6
166,0.6223920583724976,1.0,0.00025008758530020714,0.00025008758530020714,20.0,0.00024134671548381448,0.0048269343096762896,10.0,0.0028546140529215336,0.028546140529215336,1.0,0.0002524633891880512,0.0002524633891880512,0.8254127063531765,0.006471203174442053,0.005341413325577482,500.0,0.0008689897367730737,0.43449486838653684,200.0,0.0006753921043127775,0.1350784208625555,0.08254127063531766,0.09258665889501572,0.007642220469073333,8.254127063531766e-05,72.20065307617188,0.005959533645606983,7518,253,6
167,0.6223928928375244,1.0,0.00024997530272230506,0.00024997530272230506,20.0,0.00023538348614238203,0.0047076697228476405,10.0,0.002866215305402875,0.02866215305402875,1.0,0.0002517926914151758,0.0002517926914151758,0.8304152076038019,0.007065296173095703,0.005867129388363616,500.0,0.0008678716840222478,0.4339358420111239,200.0,0.0006751833716407418,0.13503667432814837,0.0830415207603802,0.09261444211006165,0.0076908441171937144,8.304152076038019e-05,72.14199829101562,0.005990781248778687,7518,253,6
168,0.6210319995880127,1.0,0.0002498565590940416,0.0002498565590940416,20.0,0.00022965215612202883,0.0045930431224405766,10.0,0.0028780808206647635,0.028780808206647635,1.0,0.0002508254547137767,0.0002508254547137767,0.8354177088544272,0.005993662402033806,0.005007211711554005,500.0,0.0008667691145092249,0.43338455725461245,200.0,0.0006750317988917232,0.13500635977834463,0.08354177088544272,0.09264129400253296,0.007739417758090547,8.354177088544273e-05,72.05835723876953,0.006019882770822668,7518,253,7
169,0.6197354197502136,1.0,0.00024969535297714174,0.00024969535297714174,20.0,0.00022397957218345255,0.004479591443669051,10.0,0.0028903414495289326,0.028903414495289326,1.0,0.0002496376109775156,0.0002496376109775156,0.8404202101050525,0.004984792321920395,0.004189320210518391,500.0,0.0008656737627461553,0.43283688137307763,200.0,0.0006749523454345763,0.13499046908691525,0.08404202101050526,0.09266290813684464,0.007787578072531215,8.404202101050526e-05,71.97329711914062,0.006048781348682154,7518,253,8
170,0.6200307011604309,1.0,0.0002494500658940524,0.0002494500658940524,20.0,0.00021805224241688848,0.0043610448483377695,10.0,0.0029028793796896935,0.029028793796896935,1.0,0.0002486005541868508,0.0002486005541868508,0.8454227113556778,0.0057900226674973965,0.004895016662366483,500.0,0.0008645973284728825,0.43229866423644125,200.0,0.0006750034517608583,0.13500069035217166,0.08454227113556778,0.09268603473901749,0.00783588787938667,8.454227113556779e-05,72.30166625976562,0.006112547072486439,7518,253,7
171,0.6226468086242676,1.0,0.0002491917402949184,0.0002491917402949184,20.0,0.0002122485893778503,0.004244971787557006,10.0,0.00291561265476048,0.0291561265476048,1.0,0.0002476394874975085,0.0002476394874975085,0.8504252126063031,0.009222835302352905,0.007843331672836388,500.0,0.0008635660633444786,0.4317830316722393,200.0,0.0006751078763045371,0.1350215752609074,0.08504252126063032,0.0927048921585083,0.007883857762354384,8.504252126063033e-05,73.10580444335938,0.006217101928649872,7518,253,6
172,0.6221510767936707,1.0,0.0002488874306436628,0.0002488874306436628,20.0,0.00020646629855036736,0.004129325971007347,10.0,0.0029281668830662966,0.029281668830662966,1.0,0.00024690150166861713,0.00024690150166861713,0.8554277138569285,0.009046807885169983,0.007738890186913793,500.0,0.0008625460905022919,0.43127304525114596,200.0,0.000675200775731355,0.135040155146271,0.08554277138569284,0.09272907674312592,0.007932302212643587,8.554277138569286e-05,73.17904663085938,0.006259938456166561,7518,253,6
173,0.6192529797554016,1.0,0.0002485553559381515,0.0002485553559381515,20.0,0.00020089151803404093,0.0040178303606808186,10.0,0.0029405239038169384,0.029405239038169384,1.0,0.00024645921075716615,0.00024645921075716615,0.8604302151075538,0.00614271592348814,0.005285378383391496,500.0,0.0008614896214567125,0.43074481072835624,200.0,0.0006751823239028454,0.13503646478056908,0.08604302151075538,0.09275675565004349,0.007981071521664572,8.604302151075538e-05,73.0697250366211,0.006287139923110969,7518,253,7
174,0.6203722357749939,1.0,0.00024826463777571917,0.00024826463777571917,20.0,0.00019545700342860073,0.003909140068572015,10.0,0.0029530224855989218,0.029530224855989218,1.0,0.0002463118580635637,0.0002463118580635637,0.8654327163581791,0.007892543449997902,0.006830465316906638,500.0,0.0008604157483205199,0.43020787416025996,200.0,0.00067517050774768,0.135034101549536,0.0865432716358179,0.09279196709394455,0.00803052041383312,8.654327163581791e-05,73.20419311523438,0.0063353303696526,7518,253,7
175,0.6199732422828674,1.0,0.00024795831996016204,0.00024795831996016204,20.0,0.0001902045914903283,0.0038040918298065662,10.0,0.0029654428362846375,0.029654428362846375,1.0,0.0002463118580635637,0.0002463118580635637,0.8704352176088044,0.007910444401204586,0.006885529393744862,500.0,0.0008593432139605284,0.4296716069802642,200.0,0.0006751619512215257,0.13503239024430513,0.08704352176088044,0.0928303673863411,0.008080282103663508,8.704352176088045e-05,72.95964813232422,0.0063506647198721435,7518,253,7
176,0.6196216940879822,1.0,0.0002476185036357492,0.0002476185036357492,20.0,0.00018515641568228602,0.0037031283136457205,10.0,0.0029778515454381704,0.029778515454381704,1.0,0.0002466802834533155,0.0002466802834533155,0.8754377188594297,0.007936246693134308,0.006947689701343191,500.0,0.0008582980372011662,0.4291490186005831,200.0,0.0006751751061528921,0.13503502123057842,0.08754377188594298,0.09287088364362717,0.00813026745254365,8.754377188594298e-05,72.92108154296875,0.006383786528273903,7518,253,7
177,0.6202748417854309,1.0,0.00024722161469981074,0.00024722161469981074,20.0,0.0001803022314561531,0.003606044629123062,10.0,0.00299032568000257,0.0299032568000257,1.0,0.00024690150166861713,0.00024690150166861713,0.8804402201100551,0.009083513170480728,0.007997490335190637,500.0,0.000857254839502275,0.4286274197511375,200.0,0.0006752220215275884,0.13504440430551767,0.0880440220110055,0.09291207790374756,0.008180353032045808,8.80440220110055e-05,72.93692016601562,0.006421659804511631,7518,253,6
178,0.6179323196411133,1.0,0.0002467641024850309,0.0002467641024850309,20.0,0.00017564735026098788,0.0035129470052197576,10.0,0.003002818441018462,0.030028184410184622,1.0,0.0002471227489877492,0.0002471227489877492,0.8854427213606804,0.0068274000659585,0.006045271694220383,500.0,0.0008562212460674345,0.4281106230337173,200.0,0.0006752936751581728,0.13505873503163457,0.08854427213606804,0.09295592457056046,0.008230714681835519,8.854427213606803e-05,72.86711120605469,0.006451965324398038,7518,253,6
179,0.6168383359909058,1.0,0.00024633767316117883,0.00024633767316117883,20.0,0.00017129482876043767,0.0034258965752087533,10.0,0.0030154988635331392,0.030154988635331392,1.0,0.0002470489707775414,0.0002470489707775414,0.8904452226113057,0.005930704064667225,0.005280967101104382,500.0,0.0008552125655114651,0.42760628275573254,200.0,0.0006752972840331495,0.1350594568066299,0.08904452226113056,0.09299781918525696,0.008280946380678209,8.904452226113057e-05,73.40614318847656,0.006536414951250039,7518,253,7
180,0.6169929504394531,1.0,0.00024597058654762805,0.00024597058654762805,20.0,0.00016696394595783204,0.0033392789191566408,10.0,0.0030283574014902115,0.030283574014902115,1.0,0.0002470489707775414,0.0002470489707775414,0.8954477238619309,0.006496618501842022,0.0058173822502737465,500.0,0.000854210346005857,0.4271051730029285,200.0,0.000675323186442256,0.1350646372884512,0.0895447723861931,0.09304222464561462,0.008331444828196607,8.95447723861931e-05,73.24272155761719,0.00655850283082215,7518,253,6
181,0.6160340905189514,1.0,0.00024567751097492874,0.00024567751097492874,20.0,0.0001628037280170247,0.003256074560340494,10.0,0.0030411414336413145,0.030411414336413145,1.0,0.00024682775256223977,0.00024682775256223977,0.9004502251125562,0.005974034313112497,0.005379320542072284,500.0,0.000853203353472054,0.426601676736027,200.0,0.0006752449553459883,0.13504899106919765,0.09004502251125562,0.093081034719944,0.008381483866728323,9.004502251125562e-05,71.77093505859375,0.00646261546300494,7518,253,7
182,0.61646968126297,1.0,0.00024544820189476013,0.00024544820189476013,20.0,0.0001585808931849897,0.003171617863699794,10.0,0.003053853753954172,0.03053853753954172,1.0,0.00024645921075716615,0.00024645921075716615,0.9054527263631816,0.00691829901188612,0.006264192702107992,500.0,0.0008521878626197577,0.4260939313098788,200.0,0.0006752238259650767,0.13504476519301534,0.09054527263631816,0.09312058985233307,0.00843162919623426,9.054527263631815e-05,71.04852294921875,0.006433107880844719,7518,253,6
183,0.6157221794128418,1.0,0.00024527357891201973,0.00024527357891201973,20.0,0.00015444315795321018,0.0030888631590642035,10.0,0.0030664908699691296,0.030664908699691296,1.0,0.0002457965165376663,0.0002457965165376663,0.9104552276138069,0.006552064325660467,0.005965361216959505,500.0,0.0008511568885296583,0.42557844426482916,200.0,0.0006751317996531725,0.1350263599306345,0.09104552276138068,0.09315810352563858,0.008481628234950585,9.104552276138069e-05,70.57449340820312,0.006425491645969469,7518,253,6
184,0.6152769327163696,1.0,0.0002450906322337687,0.0002450906322337687,20.0,0.00015024254389572889,0.0030048508779145777,10.0,0.0030788567382842302,0.030788567382842302,1.0,0.0002450612955726683,0.0002450612955726683,0.9154577288644322,0.006503053940832615,0.005953270991357521,500.0,0.0008501281845383346,0.4250640922691673,200.0,0.0006750241154804826,0.13500482309609652,0.09154577288644322,0.09319356083869934,0.0085314765550185,9.154577288644322e-05,70.34454345703125,0.006439745599117918,7518,253,6
185,0.6152132153511047,1.0,0.00024489351199008524,0.00024489351199008524,20.0,0.00014597945846617222,0.0029195891693234444,10.0,0.0030912815127521753,0.030912815127521753,1.0,0.00024425372248515487,0.00024425372248515487,0.9204602301150575,0.006853779777884483,0.006308631711509479,500.0,0.0008491250919178128,0.4245625459589064,200.0,0.0006749361637048423,0.13498723274096847,0.09204602301150576,0.09322255104780197,0.008580765078937251,9.204602301150575e-05,70.10061645507812,0.0064524829553448595,7518,253,8
186,0.6146045923233032,1.0,0.0002446114085614681,0.0002446114085614681,20.0,0.00014207899221219122,0.0028415798442438245,10.0,0.003103571943938732,0.03103571943938732,1.0,0.00024352081527467817,0.00024352081527467817,0.9254627313656828,0.00661213044077158,0.006119280297862642,500.0,0.0008481418481096625,0.42407092405483127,200.0,0.0006747815059497952,0.13495630118995905,0.09254627313656828,0.09324681758880615,0.008629645449689414,9.254627313656829e-05,69.83534240722656,0.00646300067300496,7518,253,8
187,0.614868700504303,1.0,0.00024427464813925326,0.00024427464813925326,20.0,0.00013840659812558442,0.0027681319625116885,10.0,0.003115639556199312,0.031156395561993122,1.0,0.00024315474729519337,0.00024315474729519337,0.9304652326163082,0.007270289584994316,0.0067647516898896596,500.0,0.0008471593610011041,0.42357968050055206,200.0,0.0006747738807462156,0.13495477614924312,0.09304652326163082,0.0932718813419342,0.00867862427693835,9.304652326163082e-05,69.63056945800781,0.0064788824007951246,7518,253,7
188,0.6137852072715759,1.0,0.00024390197359025478,0.00024390197359025478,20.0,0.00013508055417332798,0.0027016110834665596,10.0,0.003127668285742402,0.03127668285742402,1.0,0.00024330115411430597,0.00024330115411430597,0.9354677338669335,0.006463584024459124,0.00604647430001929,500.0,0.0008461754769086838,0.4230877384543419,200.0,0.000674792448990047,0.1349584897980094,0.09354677338669334,0.09329688549041748,0.008727622604656362,9.354677338669335e-05,69.47784423828125,0.006499428150354474,7518,253,8
189,0.612398087978363,1.0,0.00024352906621061265,0.00024352906621061265,20.0,0.00013198296073824167,0.0026396592147648335,10.0,0.0031395989935845137,0.03139598993584514,1.0,0.00024388714518863708,0.00024388714518863708,0.9404702351175588,0.005333075299859047,0.005015598581158083,500.0,0.0008451807079836726,0.4225903539918363,200.0,0.0006748504238203168,0.13497008476406336,0.09404702351175588,0.09332909435033798,0.00877732353069712,9.404702351175587e-05,69.34486389160156,0.006521678044832963,7518,253,8
190,0.6143934726715088,1.0,0.00024322797253262252,0.00024322797253262252,20.0,0.00012932693061884493,0.0025865386123768985,10.0,0.003151989309117198,0.03151989309117198,1.0,0.00024425372248515487,0.00024425372248515487,0.9454727363681841,0.00779897253960371,0.0073737159078794455,500.0,0.0008441909449175,0.42209547245875,200.0,0.0006747960578650236,0.13495921157300472,0.0945472736368184,0.09336186200380325,0.008827109514116466,9.45472736368184e-05,69.21430969238281,0.00654402427806921,7518,253,7
191,0.6139052510261536,1.0,0.00024295129696838558,0.00024295129696838558,20.0,0.0001270547800231725,0.00254109560046345,10.0,0.0031642201356589794,0.031642201356589794,1.0,0.00024462060537189245,0.00024462060537189245,0.9504752376188094,0.007662670221179724,0.007283178299270373,500.0,0.0008431885507889092,0.4215942753944546,200.0,0.0006745571154169738,0.13491142308339477,0.09504752376188094,0.09339664876461029,0.008877120192734345,9.504752376188094e-05,69.1070785522461,0.006568456690808783,7518,252,7
192,0.6112344861030579,1.0,0.00024271305301226676,0.00024271305301226676,20.0,0.00012501516903284937,0.0025003033806569874,10.0,0.003175983438268304,0.03175983438268304,1.0,0.0002446940343361348,0.0002446940343361348,0.9554777388694348,0.005282455123960972,0.005047268277521489,500.0,0.0008421820239163935,0.42109101195819676,200.0,0.000674144655931741,0.1348289311863482,0.09554777388694347,0.0934353917837143,0.00892754368718831,9.554777388694347e-05,68.99398803710938,0.0065922219685282096,7518,252,8
193,0.6103540658950806,1.0,0.00024252574075944722,0.00024252574075944722,20.0,0.00012300960952416062,0.0024601921904832125,10.0,0.003188034053891897,0.03188034053891897,1.0,0.0002443270932417363,0.0002443270932417363,0.9604802401200601,0.0047314525581896305,0.004544466689206649,500.0,0.0008412062888965011,0.42060314444825053,200.0,0.0006738436641171575,0.1347687328234315,0.096048024012006,0.09347687661647797,0.008978269289826799,9.6048024012006e-05,69.04985046386719,0.00663210169537894,7518,252,9
194,0.6099101305007935,1.0,0.00024235609453171492,0.00024235609453171492,20.0,0.00012076246639480814,0.002415249327896163,10.0,0.00320012797601521,0.0320012797601521,1.0,0.00024366730940528214,0.00024366730940528214,0.9654827413706853,0.004618951119482517,0.004459517589095177,500.0,0.000840230262838304,0.420115131419152,200.0,0.0006737204967066646,0.1347440993413329,0.09654827413706854,0.0935240387916565,0.009029584535662683,9.654827413706854e-05,68.97328186035156,0.00665925132518652,7518,252,9
195,0.6115930676460266,1.0,0.00024219513579737395,0.00024219513579737395,20.0,0.0001182331470772624,0.002364662941545248,10.0,0.0032122244592756033,0.03212224459275603,1.0,0.00024256962933577597,0.00024256962933577597,0.9704852426213106,0.0066907284781336784,0.0064932532504148755,500.0,0.0008392538875341415,0.41962694376707077,200.0,0.000673703383654356,0.1347406767308712,0.09704852426213106,0.09357777237892151,0.009081584713111943,9.704852426213107e-05,68.81985473632812,0.006678865342094876,7518,252,8
196,0.6093632578849792,1.0,0.00024201383348554373,0.00024201383348554373,20.0,0.00011558085680007935,0.002311617136001587,10.0,0.0032239339780062437,0.03223933978006244,1.0,0.00024132858379743993,0.00024132858379743993,0.9754877438719359,0.004717851523309946,0.004602206338396395,500.0,0.0008382891537621617,0.41914457688108087,200.0,0.0006737412768416107,0.13474825536832213,0.0975487743871936,0.09363344311714172,0.009133827617730184,9.75487743871936e-05,68.68486022949219,0.00670012393434266,7518,253,9
197,0.6095232367515564,1.0,0.00024190523254219443,0.00024190523254219443,20.0,0.00011278285819571465,0.002255657163914293,10.0,0.0032358330208808184,0.032358330208808184,1.0,0.00024001800920814276,0.00024001800920814276,0.9804902451225613,0.005186788737773895,0.005085595760898867,500.0,0.0008373228483833373,0.41866142419166863,200.0,0.0006738462252542377,0.13476924505084753,0.09804902451225612,0.0936918780207634,0.00918639724465714,9.804902451225613e-05,68.58474731445312,0.006724667570601707,7518,253,8
198,0.6092483401298523,1.0,0.0002418695657979697,0.0002418695657979697,20.0,0.00011008871661033481,0.0022017743322066963,10.0,0.003247989807277918,0.03247989807277918,1.0,0.0002387109852861613,0.0002387109852861613,0.9854927463731866,0.005235597491264343,0.005159643350570664,500.0,0.0008363259839825332,0.4181629919912666,200.0,0.0006738620577380061,0.13477241154760122,0.09854927463731866,0.09374956786632538,0.009238951910788445,9.854927463731866e-05,68.51453399658203,0.006752057627477068,7518,253,8
199,0.6108446717262268,1.0,0.00024187345115933567,0.00024187345115933567,20.0,0.00010756029223557562,0.0021512058447115123,10.0,0.0032603831496089697,0.0326038314960897,1.0,0.00023711838002782315,0.00023711838002782315,0.9904952476238119,0.007188384886831045,0.007120061068496983,500.0,0.0008353173034265637,0.41765865171328187,200.0,0.0006737720686942339,0.13475441373884678,0.09904952476238119,0.0938057005405426,0.009291410058542988,9.904952476238119e-05,68.51206970214844,0.006786087944484938,7518,253,7
