iter,stage,total,e_img,e_smooth,e_vel,active_pairs,sum_weight,mean_reproj_px
840,adam,3187031.0,3187031.0,4.594547499436885e-05,3.814672527369112e-05,328583,328583.0,2.6989080905914307
860,adam,3200491.75,3200491.75,7.558523793704808e-05,5.0689650379354134e-05,328583,328583.0,2.714841604232788
880,adam,3206603.25,3206603.25,0.00012554737622849643,6.107862282078713e-05,328583,328583.0,2.7169883251190186
900,adam,3213101.5,3213101.5,0.00010764448234112933,5.803719977848232e-05,328583,328583.0,2.7150728702545166
920,adam,3227298.0,3227298.0,0.00015201726637315005,7.73667634348385e-05,328583,328583.0,2.73602032661438
940,adam,3226835.5,3226835.5,0.0001222291321028024,6.499545270344242e-05,328583,328583.0,2.730788469314575
960,adam,3228117.0,3228117.0,0.00012644528760574758,6.802440475439653e-05,328583,328583.0,2.738654136657715
980,adam,3203248.5,3203248.5,9.50581015786156e-05,5.378822243073955e-05,328583,328583.0,2.7071738243103027
1000,adam,3224896.75,3224896.75,0.0001394935097778216,6.833637598901987e-05,328583,328583.0,2.7320127487182617
1020,adam,3221007.25,3221007.25,0.00012712493480648845,6.671196024399251e-05,328583,328583.0,2.7258377075195312
1040,adam,3231959.75,3231959.75,0.00012902935850434005,6.791899795643985e-05,328583,328583.0,2.738196849822998
1060,adam,3216082.0,3216082.0,0.00013277909602038562,6.431169458664954e-05,328583,328583.0,2.7206478118896484
1080,adam,3217290.75,3217290.75,0.00010306644253432751,5.8812838688027114e-05,328583,328583.0,2.716303586959839
1100,adam,3225593.0,3225593.0,0.00014331110287457705,7.063122029649094e-05,328583,328583.0,2.7278947830200195
1120,adam,3239057.5,3239057.5,0.00016718718688935041,7.87070021033287e-05,328583,328583.0,2.7396152019500732
1140,adam,3216107.0,3216107.0,0.00010197050869464874,5.888535815756768e-05,328583,328583.0,2.7320916652679443
1160,adam,3214036.25,3214036.25,0.00011174035171279684,5.7169279898516834e-05,328583,328583.0,2.7167234420776367
1180,adam,3207725.5,3207725.5,0.0001081809532479383,6.07464971835725e-05,328583,328583.0,2.713102340698242
1200,adam,3256081.5,3256081.5,0.0001552124012960121,7.624794670846313e-05,328583,328583.0,2.753437042236328
1220,adam,3225287.75,3225287.75,0.00011507600720506161,6.345651490846649e-05,328583,328583.0,2.7346222400665283
1240,adam,3221637.0,3221637.0,0.00012007310579065233,6.550399120897055e-05,328583,328583.0,2.726714849472046
1260,adam,3223974.5,3223974.5,0.00011520386033225805,6.56362171866931e-05,328583,328583.0,2.7196569442749023
1280,adam,3226385.75,3226385.75,0.00013647449668496847,6.898399442434311e-05,328583,328583.0,2.735461711883545
1300,adam,3216809.25,3216809.25,0.00012126869842177257,6.228021811693907e-05,328583,328583.0,2.7220253944396973
1320,adam,3225736.5,3225736.5,0.00012076299753971398,6.374692020472139e-05,328583,328583.0,2.725292444229126
1340,adam,3213855.5,3213855.5,8.931558841140941e-05,5.532989598577842e-05,328583,328583.0,2.7148802280426025
1360,adam,3229293.5,3229293.5,0.0001391922269249335,7.12276523699984e-05,328583,328583.0,2.7349588871002197
1380,adam,3225970.25,3225970.25,0.00012609458644874394,6.570973346242681e-05,328583,328583.0,2.733006715774536
1400,adam,3212069.0,3212069.0,8.709540998097509e-05,5.5141681514214724e-05,328583,328583.0,2.7176578044891357
1420,adam,3234826.0,3234826.0,0.00016198493540287018,7.734625251032412e-05,328583,328583.0,2.737337350845337
1440,adam,3223545.5,3223545.5,0.00010711622599046677,6.362135172821581e-05,328583,328583.0,2.731762409210205
1460,adam,3224592.5,3224592.5,0.00012006295582978055,6.42968516331166e-05,328583,328583.0,2.7300775051116943
1480,adam,3220502.25,3220502.25,0.00011900938989128917,6.460487202275544e-05,328583,328583.0,2.7255964279174805
1500,adam,3244477.5,3244477.5,0.00017239655426237732,8.012144826352596e-05,328583,328583.0,2.75435471534729
1520,adam,3211354.5,3211354.5,0.0001071456354111433,5.9000409237341955e-05,328583,328583.0,2.721367835998535
1540,adam,3221642.75,3221642.75,0.0001510637521278113,7.383437332464382e-05,328583,328583.0,2.7296957969665527
1560,adam,3205690.5,3205690.5,9.102457261178643e-05,5.335734022082761e-05,328583,328583.0,2.7169947624206543
1580,adam,3220501.5,3220501.5,0.00010492240835446864,5.9203986893408e-05,328583,328583.0,2.729677677154541
1600,adam,3219679.75,3219679.75,0.00015045865438878536,7.02854449627921e-05,328583,328583.0,2.7292089462280273
1620,adam,3224790.75,3224790.75,0.00014118835679255426,6.786311860196292e-05,328583,328583.0,2.738091230392456
1640,adam,3230734.5,3230734.5,0.00011199346045032144,6.419771671062335e-05,328583,328583.0,2.7361714839935303
1660,adam,3217744.0,3217744.0,0.00015956844436004758,7.181985711213201e-05,328583,328583.0,2.723402976989746
1680,adam,3214803.75,3214803.75,0.000108843480120413,5.989871351630427e-05,328583,328583.0,2.7169229984283447
1700,adam,3217002.25,3217002.25,0.00010949495481327176,6.096003562561236e-05,328583,328583.0,2.729123592376709
1720,adam,3216466.0,3216466.0,0.00011448100849520415,6.164446676848456e-05,328583,328583.0,2.7200326919555664
1740,adam,3218595.5,3218595.5,0.00011529285256983712,6.063613545848057e-05,328583,328583.0,2.7189218997955322
1760,adam,3232848.0,3232848.0,0.00017868325812742114,8.056459773797542e-05,328583,328583.0,2.730971097946167
1780,adam,3213147.5,3213147.5,8.635794802103192e-05,5.408771539805457e-05,328583,328583.0,2.720858335494995
1800,adam,3211249.5,3211249.5,0.00011417941277613863,6.074308475945145e-05,328583,328583.0,2.7207164764404297
1820,adam,3224662.5,3224662.5,9.512633550912142e-05,6.023824244039133e-05,328583,328583.0,2.729611873626709
1840,adam,3224644.5,3224644.5,0.0001415545993950218,6.876420229673386e-05,328583,328583.0,2.727984666824341
1860,adam,3219683.5,3219683.5,0.00014248400111682713,7.057323819026351e-05,328583,328583.0,2.72835636138916
1880,adam,3217822.75,3217822.75,8.896723011275753e-05,5.49176475033164e-05,328583,328583.0,2.7259066104888916
1900,adam,3209103.75,3209103.75,7.670446939300746e-05,4.9656853661872447e-05,328583,328583.0,2.7187864780426025
1920,adam,3214721.5,3214721.5,0.0001272333465749398,6.448590283980593e-05,328583,328583.0,2.7271454334259033
1940,adam,3229177.25,3229177.25,0.0001055445391102694,6.0843587561976165e-05,328583,328583.0,2.7194578647613525
1960,adam,3218601.5,3218601.5,0.00013957855117041618,6.86985076754354e-05,328583,328583.0,2.728407144546509
1980,adam,3211010.5,3211010.5,0.00010343189933337271,5.7776953326538205e-05,328583,328583.0,2.714512348175049
2000,adam,3223954.5,3223954.5,0.00014097438543103635,7.053243461996317e-05,328583,328583.0,2.732125997543335
2001,lbfgs_final,3175246.5,3175246.5,2.4454335289192386e-05,3.136351006105542e-05,328583,328583.0,2.691066265106201
2002,final,3175246.5,3175246.5,2.4454335289192386e-05,3.136351006105542e-05,328583,328583.0,2.691066265106201
