iter,total,corr,reproj,scale_reg,t_reg,scale,tx,ty,tz
129,0.05844115,0.00845315,49.78393936,0.15490054,0.04916749,1.48226905,0.00591134,0.01743021,0.22097224
130,0.05768866,0.00839171,49.09310150,0.15533996,0.04850175,1.48309612,0.00587223,0.01730969,0.21947128
131,0.05694422,0.00833559,48.40502548,0.15576869,0.04783703,1.48390245,0.00583109,0.01719036,0.21796221
132,0.05620788,0.00828424,47.72027206,0.15618731,0.04717379,1.48468912,0.00578802,0.01707140,0.21644597
133,0.05547944,0.00823725,47.03908157,0.15659635,0.04651243,1.48545718,0.00574361,0.01695179,0.21492343
134,0.05475888,0.00819420,46.36183167,0.15699634,0.04585337,1.48620760,0.00569878,0.01683068,0.21339545
135,0.05404598,0.00815470,45.68869781,0.15738776,0.04519700,1.48694146,0.00565443,0.01670776,0.21186286
136,0.05334072,0.00811846,45.01994324,0.15777114,0.04454370,1.48765957,0.00561123,0.01658335,0.21032643
137,0.05264296,0.00808514,44.35577774,0.15814693,0.04389387,1.48836315,0.00556942,0.01645822,0.20878693
138,0.05195279,0.00805450,43.69651794,0.15851559,0.04324787,1.48905277,0.00552882,0.01633331,0.20724508
139,0.05127015,0.00802631,43.04235840,0.15887758,0.04260600,1.48972940,0.00548887,0.01620932,0.20570156
140,0.05059503,0.00800032,42.39350510,0.15923329,0.04196857,1.49039388,0.00544888,0.01608655,0.20415705
141,0.04992747,0.00797632,41.75023270,0.15958317,0.04133583,1.49104702,0.00540823,0.01596475,0.20261221
142,0.04926712,0.00795412,41.11237335,0.15992756,0.04070801,1.49168956,0.00536657,0.01584338,0.20106763
143,0.04861436,0.00793355,40.48045731,0.16026686,0.04008531,1.49232221,0.00532387,0.01572176,0.19952391
144,0.04796905,0.00791443,39.85454941,0.16060144,0.03946795,1.49294567,0.00528045,0.01559944,0.19798161
145,0.04733113,0.00789668,39.23465347,0.16093159,0.03885611,1.49356031,0.00523681,0.01547637,0.19644125
146,0.04670060,0.00788010,38.62098694,0.16125770,0.03824999,1.49416733,0.00519353,0.01535287,0.19490333
147,0.04607753,0.00786464,38.01366425,0.16158000,0.03764978,1.49476671,0.00515101,0.01522949,0.19336833
148,0.04546183,0.00785015,37.41271973,0.16189884,0.03705563,1.49535930,0.00510945,0.01510680,0.19183668
149,0.04485347,0.00783653,36.81826401,0.16221446,0.03646769,1.49594569,0.00506874,0.01498517,0.19030882
150,0.04425250,0.00782371,36.23036957,0.16252713,0.03588607,1.49652612,0.00502858,0.01486462,0.18878514
151,0.04365879,0.00781158,35.64906311,0.16283709,0.03531086,1.49710131,0.00498854,0.01474489,0.18726602
152,0.04307256,0.00780008,35.07458496,0.16314454,0.03474213,1.49767137,0.00494825,0.01462555,0.18575183
